combination;time
combination_8;1352
combination_8;763
combination_8;451
combination_8;675
combination_8;1737
combination_8;1389
combination_8;4735
combination_8;2711
combination_8;1485
combination_8;1159
combination_8;1472
combination_8;1352
combination_8;1323
combination_8;368
combination_8;1101
combination_8;1549
combination_8;1142
combination_8;1107
combination_8;1566
combination_8;1344
combination_8;717
combination_8;379
combination_8;363
combination_8;377
combination_8;362
combination_8;2301
combination_8;2333
combination_8;184
combination_8;2049
combination_8;2002
combination_8;246
combination_8;109
combination_8;18
combination_8;60
combination_8;193
combination_9;9929
combination_9;6166
combination_9;6260
combination_9;6174
combination_9;6090
combination_9;33168
combination_9;31998
combination_9;34426
combination_9;32089
combination_9;32283
combination_9;300025
combination_9;300075
combination_9;300062
combination_9;300066
combination_9;300039
combination_9;1960
combination_9;957
combination_9;685
combination_9;1245
combination_9;965
combination_9;295
combination_9;177
combination_9;152
combination_9;295
combination_9;133
combination_9;199
combination_9;821
combination_9;428
combination_9;513
combination_9;119
combination_9;1600
combination_9;1211
combination_9;1277
combination_9;1113
combination_9;1680
combination_9;801
combination_9;1151
combination_9;1433
combination_9;1070
combination_9;654
combination_9;97
combination_9;231
combination_9;103
combination_9;147
combination_9;124
combination_9;1542
combination_9;2660
combination_9;149
combination_9;536
combination_9;1466
combination_9;95
combination_9;67
combination_9;97
combination_9;69
combination_9;213
combination_9;561
combination_9;300
combination_9;507
combination_9;242
combination_9;232
combination_9;3003
combination_9;1742
combination_9;1625
combination_9;256
combination_9;247
combination_9;1036
combination_9;708
combination_9;440
combination_9;596
combination_9;1472
combination_9;924
combination_9;3586
combination_9;2150
combination_9;1057
combination_9;713
combination_9;985
combination_9;481
combination_9;665
combination_9;351
combination_9;585
combination_9;988
combination_9;342
combination_9;458
combination_9;585
combination_9;673
combination_9;601
combination_9;414
combination_9;367
combination_9;381
combination_9;432
combination_9;1065
combination_9;1241
combination_9;161
combination_9;1199
combination_9;1079
combination_9;78
combination_9;85
combination_9;13
combination_9;49
combination_9;54
